tanggal,tn,tx,tavg,rh_avg,rr,ss,ff_x,ddd_x,ff_avg,ddd_car,year,month
2023-01-01,24.5,31.0,27.5,79,25.2,0.0,8,300,4,NW,2023,1
2023-01-02,25.2,31.5,28.1,81,0.0,3.9,9,310,5,NW,2023,1
2023-01-03,25.5,32.8,28.4,77,,2.2,5,300,4,NW,2023,1
2023-01-04,25.8,34.0,28.8,75,,3.5,7,320,4,NW,2023,1
2023-01-05,25.8,34.2,29.1,72,,7.6,7,300,3,NW,2023,1
2023-01-06,26.0,33.8,29.1,72,0.0,9.0,8,300,2,NW,2023,1
2023-01-07,26.0,33.6,28.1,75,,2.2,6,350,3,NW,2023,1
2023-01-08,25.6,33.6,28.4,81,9.5,5.5,7,360,2,NW,2023,1
2023-01-09,24.0,33.6,29.1,79,21.3,7.2,5,300,3,N ,2023,1
2023-01-10,24.4,32.6,28.7,78,8.5,7.1,5,350,2,N ,2023,1
2023-01-11,26.0,34.7,30.2,71,1.0,8.8,4,350,2,N ,2023,1
2023-01-12,25.8,33.4,28.4,77,9.1,8.8,5,320,2,S ,2023,1
2023-01-13,25.5,34.0,29.8,68,1.0,9.5,5,350,3,NW,2023,1
2023-01-14,26.0,34.8,29.7,72,,9.6,5,350,3,W ,2023,1
2023-01-15,26.4,34.6,29.9,72,0.0,8.3,8,330,4,NW,2023,1
2023-01-16,26.5,33.8,29.3,76,0.0,8.8,7,340,3,W ,2023,1
2023-01-17,26.0,32.7,28.0,82,10.9,3.9,8,340,3,N ,2023,1
2023-01-18,24.2,33.9,28.0,78,1.3,3.8,7,320,3,NW,2023,1
2023-01-19,24.4,33.4,28.6,78,6.5,7.5,4,310,2,NW,2023,1
2023-01-20,25.2,34.0,28.9,77,0.3,2.6,4,350,2,S ,2023,1
2023-01-21,26.2,34.2,29.4,74,0.0,2.6,5,120,3,N ,2023,1
2023-01-22,24.6,34.0,28.8,80,16.6,5.4,6,340,3,S ,2023,1
2023-01-23,26.2,34.0,29.5,78,25.5,6.7,5,320,2,N ,2023,1
2023-01-24,26.6,33.0,29.1,79,0.0,4.3,3,350,2,NW,2023,1
2023-01-25,26.6,34.1,28.7,81,2.0,4.1,6,330,2,NW,2023,1
2023-01-26,25.0,31.6,27.2,84,23.0,5.0,7,320,3,NW,2023,1
2023-01-27,25.2,32.4,28.2,80,0.9,0.5,4,330,3,NW,2023,1
2023-01-28,25.5,30.0,25.9,90,6.1,1.2,6,300,4,NW,2023,1
2023-01-29,25.0,32.8,27.4,82,11.5,0.0,10,320,2,NW,2023,1
2023-01-30,25.4,34.0,29.1,80,3.8,4.6,7,310,3,NW,2023,1
2023-01-31,26.4,34.2,28.9,80,,1.6,13,310,4,NW,2023,1
2023-02-01,25.6,32.4,28.2,78,13.2,2.8,7,320,2,NW,2023,2
2023-02-02,25.4,32.2,27.5,84,1.0,0.1,7,300,3,NW,2023,2
2023-02-03,25.0,30.4,27.7,81,4.9,0.5,6,300,3,NW,2023,2
2023-02-04,25.8,31.7,26.9,86,,0.0,7,320,3,NW,2023,2
2023-02-05,26.0,33.6,29.0,75,4.0,3.8,7,300,4,NW,2023,2
2023-02-06,26.2,33.2,28.3,76,0.0,4.3,6,350,3,W ,2023,2
2023-02-07,25.3,32.5,28.3,81,7.0,3.0,10,310,4,NW,2023,2
2023-02-08,24.8,32.2,27.7,80,4.5,3.4,6,320,4,NW,2023,2
2023-02-09,25.2,32.8,27.9,81,3.0,2.9,5,340,2,NW,2023,2
2023-02-10,24.6,32.4,28.5,83,33.6,3.5,8,330,4,NW,2023,2
2023-02-11,26.0,30.8,27.2,85,,5.5,3,320,2,NW,2023,2
2023-02-12,25.4,32.0,27.7,82,1.7,2.3,10,330,3,NW,2023,2
2023-02-13,25.0,33.4,27.7,78,3.6,3.0,7,310,4,NW,2023,2
2023-02-14,25.4,33.2,28.1,80,14.7,4.2,9,300,4,NW,2023,2
2023-02-15,24.8,33.4,27.6,82,17.8,6.0,8,300,3,W ,2023,2
2023-02-16,25.0,32.0,27.5,84,23.8,3.0,6,20,3,NW,2023,2
2023-02-17,25.0,34.2,27.3,83,19.8,6.0,5,320,3,NW,2023,2
2023-02-18,25.6,33.8,28.4,80,1.4,4.1,6,80,3,NW,2023,2
2023-02-19,24.4,33.4,27.8,83,65.8,7.5,7,320,3,NW,2023,2
2023-02-20,25.2,34.2,28.3,77,15.0,6.4,6,330,3,NW,2023,2
2023-02-21,24.2,33.8,29.0,78,9.5,7.5,6,320,3,NW,2023,2
2023-02-22,24.2,32.7,27.5,84,56.2,7.2,9,310,4,NW,2023,2
2023-02-23,25.4,31.6,27.7,82,,5.1,8,300,4,NW,2023,2
2023-02-24,26.1,32.2,29.0,77,3.8,2.4,8,300,4,NW,2023,2
2023-02-25,25.8,32.4,28.8,75,0.0,4.0,7,320,4,NW,2023,2
2023-02-26,26.0,30.4,27.8,81,3.0,7.5,8,300,4,NW,2023,2
2023-02-27,25.2,30.7,27.3,80,0.1,4.5,11,300,4,W ,2023,2
2023-02-28,25.2,32.0,28.2,79,6.8,3.0,7,300,4,NW,2023,2
2023-03-01,24.7,34.2,27.1,80,7.6,2.3,6,330,4,NW,2023,3
2023-03-02,24.6,28.8,25.7,90,2.0,4.0,8,320,4,NW,2023,3
2023-03-03,24.2,34.6,28.4,79,13.7,0.0,6,350,3,NW,2023,3
2023-03-04,25.2,34.4,29.3,76,0.0,7.4,5,310,2,NW,2023,3
2023-03-05,26.0,33.8,28.7,77,0.0,6.0,6,330,3,NW,2023,3
2023-03-06,24.4,33.1,28.5,80,45.2,5.2,4,300,2,NW,2023,3
2023-03-07,25.6,34.4,28.7,77,0.2,4.9,5,340,2,NW,2023,3
2023-03-08,25.5,31.0,28.1,81,0.0,7.6,4,50,2,C ,2023,3
2023-03-09,25.8,32.6,28.6,77,10.0,1.0,3,110,2,NE,2023,3
2023-03-10,26.2,33.8,29.6,77,0.0,7.0,4,330,2,N ,2023,3
2023-03-11,26.8,33.6,29.9,74,,8.8,4,350,1,C ,2023,3
2023-03-12,26.8,34.4,30.1,75,0.0,8.5,6,300,3,N ,2023,3
2023-03-13,27.0,32.5,29.0,75,0.0,8.7,4,120,2,E ,2023,3
2023-03-14,26.0,32.9,28.3,74,0.0,8.0,6,170,3,C ,2023,3
2023-03-15,25.9,33.6,28.8,80,0.2,8.4,6,50,2,S ,2023,3
2023-03-16,26.4,33.5,29.7,76,3.0,5.5,6,60,2,E ,2023,3
2023-03-17,26.8,33.6,29.6,74,0.1,5.4,4,50,1,N ,2023,3
2023-03-18,25.6,34.0,28.5,79,0.0,6.0,6,10,2,S ,2023,3
2023-03-19,26.5,34.4,29.7,76,,5.4,7,310,2,E ,2023,3
2023-03-20,26.8,34.6,29.5,78,5.5,6.8,4,320,1,C ,2023,3
2023-03-21,25.6,33.2,29.4,76,14.3,7.4,4,340,2,N ,2023,3
2023-03-22,25.8,34.2,28.7,78,2.0,7.1,4,310,2,N ,2023,3
2023-03-23,25.9,35.4,30.6,70,0.0,6.6,6,360,2,N ,2023,3
2023-03-24,27.2,33.6,29.2,79,0.0,7.8,6,10,2,C ,2023,3
2023-03-25,25.2,34.2,29.3,78,4.0,5.5,5,350,3,N ,2023,3
2023-03-26,25.8,33.6,28.8,78,0.0,5.3,7,340,2,SE,2023,3
2023-03-27,25.5,30.6,28.2,81,0.0,3.9,5,330,2,NW,2023,3
2023-03-28,26.0,31.2,28.2,80,0.0,1.0,5,300,2,NW,2023,3
2023-03-29,26.2,33.8,29.2,76,,1.9,5,350,2,N ,2023,3
2023-03-30,26.2,34.2,28.6,79,25.2,5.4,5,340,2,NW,2023,3
2023-03-31,25.0,33.4,27.4,82,7.4,3.7,5,280,2,NW,2023,3
2023-04-01,24.6,32.3,27.4,82,12.4,3.6,6,300,2,C ,2023,4
2023-04-02,25.2,32.4,27.3,83,0.1,2.5,3,170,1,C ,2023,4
2023-04-03,25.4,33.8,28.7,80,6.9,2.4,5,320,2,W ,2023,4
2023-04-04,25.0,33.6,29.0,76,,5.0,4,310,2,SE,2023,4
2023-04-05,26.8,32.4,28.3,82,0.0,5.0,5,340,2,S ,2023,4
2023-04-06,26.2,33.6,28.4,82,0.0,4.0,4,310,2,NW,2023,4
2023-04-07,26.2,32.6,28.8,77,30.0,3.7,4,70,2,NW,2023,4
2023-04-08,27.0,34.9,28.7,79,0.0,3.4,6,160,2,NW,2023,4
2023-04-09,24.2,34.3,28.9,78,33.5,6.6,6,340,3,NW,2023,4
2023-04-10,25.5,34.4,28.3,78,11.1,5.4,5,300,2,NW,2023,4
2023-04-11,24.8,34.9,29.7,74,3.0,7.1,7,320,3,NW,2023,4
2023-04-12,26.2,35.0,29.8,76,5.4,8.5,6,360,2,NW,2023,4
2023-04-13,25.0,31.4,28.5,78,15.5,6.5,5,150,2,SE,2023,4
2023-04-14,25.2,32.6,29.1,76,0.0,0.8,4,140,2,SE,2023,4
2023-04-15,26.4,34.2,29.3,78,1.4,5.9,4,70,2,C ,2023,4
2023-04-16,26.0,34.0,29.4,80,60.0,4.2,4,350,2,SE,2023,4
2023-04-17,26.4,32.6,28.0,86,0.0,7.5,3,50,2,E ,2023,4
2023-04-18,25.4,33.2,29.2,81,5.2,4.6,4,140,2,SE,2023,4
2023-04-19,26.5,34.3,29.8,74,0.0,3.5,6,80,2,E ,2023,4
2023-04-20,26.5,33.0,29.7,79,13.1,8.0,4,340,2,S ,2023,4
2023-04-21,26.1,33.4,29.8,79,0.0,6.4,6,100,3,SE,2023,4
2023-04-22,26.6,33.8,30.0,77,0.0,7.3,7,130,2,SE,2023,4
2023-04-23,28.0,33.7,30.6,71,0.0,8.3,6,140,4,SE,2023,4
2023-04-24,27.8,34.2,30.5,75,0.0,8.7,6,120,3,SE,2023,4
2023-04-25,27.8,34.4,30.4,76,0.0,8.5,5,140,2,E ,2023,4
2023-04-26,27.0,32.4,29.5,82,3.5,8.3,3,160,2,SE,2023,4
2023-04-27,26.6,34.6,29.4,76,0.3,4.0,6,340,2,NE,2023,4
2023-04-28,26.2,33.6,28.7,80,,5.5,3,300,2,NW,2023,4
2023-04-29,26.0,31.8,28.3,82,0.6,2.3,4,130,2,S ,2023,4
2023-04-30,26.2,33.4,29.7,76,0.8,3.0,4,100,2,C ,2023,4
2023-05-01,27.6,33.4,29.9,78,0.0,6.1,5,110,2,SE,2023,5
2023-05-02,26.8,33.6,28.9,80,0.0,7.5,7,120,3,SE,2023,5
2023-05-03,26.5,33.0,29.7,79,,6.0,6,160,3,SE,2023,5
2023-05-04,26.8,35.0,30.4,77,,2.9,5,150,2,SE,2023,5
2023-05-05,27.2,34.5,30.0,77,,6.0,3,110,2,E ,2023,5
2023-05-06,26.2,34.6,30.3,77,7.7,5.1,3,30,1,C ,2023,5
2023-05-07,27.0,34.6,30.3,74,1.2,7.0,4,110,2,S ,2023,5
2023-05-08,26.6,34.0,30.1,73,0.0,8.0,3,100,1,N ,2023,5
2023-05-09,26.6,34.0,29.3,77,0.0,8.5,4,120,2,S ,2023,5
2023-05-10,26.4,32.2,28.9,82,,4.4,7,140,4,SE,2023,5
2023-05-11,27.5,30.4,28.3,82,2.3,1.7,9,140,3,SE,2023,5
2023-05-12,27.2,35.6,30.3,75,,0.5,6,130,3,SE,2023,5
2023-05-13,26.0,34.0,29.4,74,0.0,7.4,6,60,3,SE,2023,5
2023-05-14,24.0,33.2,28.7,70,,7.6,4,350,2,N ,2023,5
2023-05-15,25.0,32.0,27.8,71,0.0,8.5,4,50,2,E ,2023,5
2023-05-16,24.0,32.2,28.1,68,3.6,8.3,5,120,2,SE,2023,5
2023-05-17,24.4,33.6,28.2,65,1.2,8.6,4,120,2,SE,2023,5
2023-05-18,25.0,34.0,28.8,67,0.0,8.3,5,140,3,SE,2023,5
2023-05-19,25.4,32.8,28.3,72,2.0,8.7,4,140,2,E ,2023,5
2023-05-20,25.6,33.8,28.9,73,,5.2,5,140,2,SE,2023,5
2023-05-21,25.8,33.8,29.4,70,0.0,8.4,6,110,3,SE,2023,5
2023-05-22,25.2,33.6,28.7,70,,8.9,6,90,2,SE,2023,5
2023-05-23,25.4,33.4,28.8,69,0.8,8.6,5,120,2,SE,2023,5
2023-05-24,25.5,33.8,29.5,74,0.0,8.5,5,160,2,SE,2023,5
2023-05-25,26.4,34.0,29.3,71,0.0,8.5,5,90,2,SE,2023,5
2023-05-26,25.4,34.7,29.7,66,2.5,7.8,6,130,3,SE,2023,5
2023-05-27,25.8,33.7,29.5,68,0.2,8.8,8,150,2,SE,2023,5
2023-05-28,24.8,33.4,28.6,66,,8.9,7,130,2,SE,2023,5
2023-05-29,25.2,33.8,29.0,68,0.0,8.8,5,140,3,SE,2023,5
2023-05-30,26.0,33.5,29.3,70,,8.8,8,160,3,SE,2023,5
2023-05-31,26.0,33.8,29.5,68,1.9,8.0,7,120,4,SE,2023,5
2023-06-01,25.8,33.6,29.4,70,0.0,9.2,7,140,3,SE,2023,6
2023-06-02,26.2,33.2,29.1,73,2.0,8.4,6,150,3,SE,2023,6
2023-06-03,26.2,34.0,29.8,72,,8.9,5,150,2,SE,2023,6
2023-06-04,26.2,33.4,29.0,71,0.0,7.5,6,150,3,SE,2023,6
2023-06-05,26.2,33.4,29.2,73,0.0,6.3,5,70,2,SE,2023,6
2023-06-06,26.0,34.0,29.3,72,3.2,5.7,7,130,2,SE,2023,6
2023-06-07,25.6,34.4,29.5,75,1.9,8.6,8,150,4,SE,2023,6
2023-06-08,26.4,34.0,29.3,74,0.0,8.0,6,160,3,S ,2023,6
2023-06-09,25.8,33.4,29.1,74,,8.7,8,150,2,SE,2023,6
2023-06-10,25.4,33.6,29.1,70,0.0,8.7,4,120,2,SE,2023,6
2023-06-11,25.4,33.7,29.1,74,0.4,8.3,8,140,3,SE,2023,6
2023-06-12,26.5,33.8,29.6,76,0.0,6.8,7,150,3,SE,2023,6
2023-06-13,26.5,33.8,29.1,76,0.0,5.2,8,150,3,SE,2023,6
2023-06-14,25.8,33.8,29.1,68,,7.8,6,150,4,SE,2023,6
2023-06-15,25.0,33.6,28.9,70,2.0,7.8,4,60,2,SE,2023,6
2023-06-16,25.4,32.8,28.7,72,0.0,5.6,6,120,2,NE,2023,6
2023-06-17,26.2,33.0,29.2,72,1.9,7.3,7,120,3,SE,2023,6
2023-06-18,25.8,33.7,29.2,70,0.7,8.2,6,130,3,SE,2023,6
2023-06-19,26.2,33.2,29.1,74,2.4,8.2,5,50,2,SE,2023,6
2023-06-20,26.6,34.0,30.5,66,0.0,7.8,5,160,3,E ,2023,6
2023-06-21,26.2,33.1,29.3,70,4.0,8.2,7,140,2,SE,2023,6
2023-06-22,25.5,34.4,29.2,70,0.0,7.4,6,130,2,E ,2023,6
2023-06-23,25.8,33.6,29.3,70,,8.2,4,140,2,SE,2023,6
2023-06-24,25.2,33.5,28.6,73,0.0,7.6,5,110,2,SE,2023,6
2023-06-25,24.8,32.6,28.6,75,0.0,5.3,5,160,2,SE,2023,6
2023-06-26,25.6,33.4,28.5,74,13.0,5.5,5,100,2,SE,2023,6
2023-06-27,25.6,32.6,28.6,71,0.0,7.3,5,60,2,SE,2023,6
2023-06-28,25.6,33.4,29.2,76,0.2,7.6,7,140,3,SE,2023,6
2023-06-29,25.8,34.0,29.5,77,0.0,3.5,5,110,3,SE,2023,6
2023-06-30,25.4,33.4,29.1,72,0.0,7.8,7,120,3,SE,2023,6
2023-07-01,25.2,33.6,29.3,73,,8.3,7,130,3,SE,2023,7
2023-07-02,25.4,34.0,29.1,72,0.0,8.2,6,140,3,SE,2023,7
2023-07-03,25.4,33.8,28.8,72,0.0,8.4,5,70,2,NW,2023,7
2023-07-04,25.6,33.5,29.0,71,0.0,5.0,6,190,3,E ,2023,7
2023-07-05,25.2,33.6,28.7,75,12.5,6.3,6,150,3,SE,2023,7
2023-07-06,25.5,34.6,29.3,71,0.0,8.5,6,150,3,SE,2023,7
2023-07-07,26.0,32.4,27.7,80,,8.3,5,100,3,W ,2023,7
2023-07-08,25.2,29.8,27.3,85,34.5,1.0,5,140,2,SE,2023,7
2023-07-09,24.8,32.6,28.5,78,3.8,0.6,8,160,4,SE,2023,7
2023-07-10,25.8,32.8,28.9,77,0.0,8.7,7,120,3,SE,2023,7
2023-07-11,25.0,33.4,28.3,71,0.0,8.8,5,120,2,SE,2023,7
2023-07-12,24.2,32.8,27.7,69,0.0,4.8,3,330,2,E ,2023,7
2023-07-13,25.0,33.8,28.8,72,0.0,8.7,6,140,2,SE,2023,7
2023-07-14,25.6,33.4,28.8,75,0.0,4.3,7,130,3,C ,2023,7
2023-07-15,24.6,33.2,28.5,72,0.0,8.5,6,120,2,C ,2023,7
2023-07-16,24.6,32.4,27.8,71,0.0,7.9,7,130,3,SE,2023,7
2023-07-17,23.2,32.6,27.3,68,,8.5,7,140,3,SE,2023,7
2023-07-18,23.6,34.0,27.2,72,0.0,9.0,9,150,4,SE,2023,7
2023-07-19,23.8,33.0,28.2,68,0.0,8.7,7,140,3,SE,2023,7
2023-07-20,23.0,32.9,26.9,68,0.0,8.7,6,120,2,C ,2023,7
2023-07-21,22.8,31.8,27.2,67,0.0,8.8,5,100,2,SE,2023,7
2023-07-22,23.2,32.8,27.2,68,0.0,8.8,8,140,4,SE,2023,7
2023-07-23,23.6,33.0,28.1,70,,9.0,5,150,3,SE,2023,7
2023-07-24,24.6,32.2,28.1,70,,8.0,6,130,3,SE,2023,7
2023-07-25,25.6,32.6,28.8,77,0.0,8.6,8,100,4,SE,2023,7
2023-07-26,25.0,33.0,27.8,71,0.0,6.3,5,120,2,SE,2023,7
2023-07-27,23.8,33.0,27.7,65,0.0,7.6,6,110,3,SE,2023,7
2023-07-28,23.4,32.2,27.1,67,0.0,8.2,5,170,2,SE,2023,7
2023-07-29,23.2,32.2,27.2,68,0.0,8.3,7,130,3,SE,2023,7
2023-07-30,22.8,32.0,27.3,65,0.0,8.4,9,150,4,SE,2023,7
2023-07-31,22.8,33.2,27.4,69,0.0,8.5,7,150,4,SE,2023,7
2023-08-01,23.8,33.0,29.1,70,0.0,8.6,10,140,4,SE,2023,8
2023-08-02,25.4,34.0,29.2,75,,8.3,6,100,4,SE,2023,8
2023-08-03,26.0,33.8,29.1,74,0.0,8.3,8,150,4,SE,2023,8
2023-08-04,25.0,33.8,28.7,70,0.0,8.3,7,150,3,SE,2023,8
2023-08-05,24.0,33.4,27.8,71,0.0,7.7,7,150,3,SE,2023,8
2023-08-06,24.4,33.4,28.5,70,,9.2,8,140,3,SE,2023,8
2023-08-07,24.6,33.5,28.1,73,0.0,6.8,8,140,4,SE,2023,8
2023-08-08,24.8,32.2,28.0,71,,8.0,7,140,4,SE,2023,8
2023-08-09,23.8,33.3,27.4,69,0.0,8.2,7,140,4,SE,2023,8
2023-08-10,23.6,33.0,27.6,66,,9.5,7,190,3,SE,2023,8
2023-08-11,22.8,32.6,27.0,68,,7.7,6,150,3,SE,2023,8
2023-08-12,23.2,33.0,27.4,64,0.0,7.7,6,140,3,SE,2023,8
2023-08-13,23.6,32.8,27.8,68,0.0,8.0,7,140,4,SE,2023,8
2023-08-14,24.0,33.1,27.6,69,0.0,8.0,6,130,3,SE,2023,8
2023-08-15,23.8,33.0,27.5,75,0.0,7.8,6,120,3,SE,2023,8
2023-08-16,23.6,33.5,28.0,68,0.0,8.1,7,140,3,SE,2023,8
2023-08-17,23.7,32.6,27.9,66,0.0,8.3,7,140,3,SE,2023,8
2023-08-18,22.8,32.6,27.4,69,,9.1,7,140,3,SE,2023,8
2023-08-19,23.8,33.6,28.2,68,0.0,8.4,7,140,5,SE,2023,8
2023-08-20,24.6,33.4,28.3,71,,8.5,8,130,3,SE,2023,8
2023-08-21,24.6,32.3,28.0,70,0.0,8.4,7,140,4,SE,2023,8
2023-08-22,25.0,32.8,27.8,72,0.0,7.5,7,100,3,SE,2023,8
2023-08-23,23.9,32.4,27.7,68,0.0,8.8,7,100,3,SE,2023,8
2023-08-24,24.2,32.4,27.6,70,0.0,8.5,7,140,4,SE,2023,8
2023-08-25,24.0,34.0,28.2,71,0.0,8.4,6,130,3,SE,2023,8
2023-08-26,24.6,34.0,28.8,66,88888.0,8.1,6,150,4,SE,2023,8
2023-08-27,23.4,34.2,27.8,67,0.0,8.3,5,140,3,SE,2023,8
2023-08-28,24.6,33.4,28.1,68,0.0,8.5,8,140,4,SE,2023,8
2023-08-29,24.2,33.6,28.3,65,0.0,8.4,6,150,3,SE,2023,8
2023-08-30,23.8,33.4,27.4,72,0.0,8.3,7,140,4,SE,2023,8
2023-08-31,24.2,33.0,28.6,69,0.0,8.3,6,150,3,SE,2023,8
2023-09-01,25.0,33.4,28.3,67,0.0,8.5,5,160,3,SE,2023,9
2023-09-02,24.0,33.2,28.0,64,0.0,8.4,7,130,3,SE,2023,9
2023-09-03,23.2,33.7,27.7,62,0.0,8.3,7,150,4,SE,2023,9
2023-09-04,23.9,33.0,27.5,64,0.0,8.2,6,130,3,SE,2023,9
2023-09-05,23.2,33.2,27.9,60,0.0,8.3,8,150,4,SE,2023,9
2023-09-06,24.0,34.7,28.5,66,,8.5,6,70,3,SE,2023,9
2023-09-07,24.6,33.0,28.4,71,0.0,8.2,7,140,3,SE,2023,9
2023-09-08,24.4,33.0,28.2,68,0.0,8.2,7,140,3,SE,2023,9
2023-09-09,23.2,33.8,27.7,68,,8.5,6,140,3,SE,2023,9
2023-09-10,23.0,33.6,27.9,63,0.0,8.5,7,140,4,SE,2023,9
2023-09-11,24.0,34.6,29.0,65,,8.5,8,180,3,SE,2023,9
2023-09-12,25.2,34.8,29.2,66,0.0,8.5,7,140,4,S ,2023,9
2023-09-13,25.2,34.8,28.9,68,0.0,8.8,7,150,3,SE,2023,9
2023-09-14,25.6,32.8,28.4,71,0.0,8.7,8,150,4,SE,2023,9
2023-09-15,23.6,33.1,28.1,68,0.0,8.3,7,140,3,SE,2023,9
2023-09-16,25.0,33.2,28.7,71,0.0,8.7,8,140,4,SE,2023,9
2023-09-17,25.4,34.2,28.6,70,0.0,8.3,6,130,4,SE,2023,9
2023-09-18,24.8,33.4,28.3,70,5.0,8.7,6,140,3,SE,2023,9
2023-09-19,24.2,34.4,29.0,65,,8.1,7,140,4,SE,2023,9
2023-09-20,24.6,34.4,28.7,67,,8.6,6,120,4,E ,2023,9
2023-09-21,24.5,33.8,28.4,64,0.0,8.6,8,120,3,SE,2023,9
2023-09-22,23.4,33.0,28.0,63,0.0,7.3,7,150,4,SE,2023,9
2023-09-23,24.6,34.8,28.7,65,0.0,8.6,7,170,4,S ,2023,9
2023-09-24,24.8,34.8,29.1,62,0.0,8.8,10,150,4,SE,2023,9
2023-09-25,25.0,34.6,29.1,71,0.0,8.6,6,150,3,SE,2023,9
2023-09-26,24.5,35.0,28.7,61,0.0,8.7,7,140,3,SE,2023,9
2023-09-27,24.0,34.6,29.0,62,,8.5,7,140,4,SE,2023,9
2023-09-28,24.6,35.0,28.9,66,0.0,8.8,8,120,4,SE,2023,9
2023-09-29,25.8,34.6,29.8,65,0.0,8.7,9,140,4,SE,2023,9
2023-09-30,25.8,35.0,29.5,61,0.0,8.6,6,140,3,SE,2023,9
2023-10-01,24.4,35.3,29.1,64,0.0,8.7,7,140,2,SE,2023,10
2023-10-02,25.2,35.1,29.2,60,0.0,8.7,8,150,3,SE,2023,10
2023-10-03,25.5,35.0,29.3,65,0.0,8.8,7,120,3,SE,2023,10
2023-10-04,26.4,34.8,29.9,64,0.0,8.8,7,140,3,SE,2023,10
2023-10-05,25.8,34.7,29.3,72,,8.8,7,140,4,SE,2023,10
2023-10-06,26.0,35.8,30.4,64,,7.4,8,150,4,SE,2023,10
2023-10-07,26.8,33.8,29.8,67,0.0,8.8,9,150,4,SE,2023,10
2023-10-08,25.6,35.1,29.8,69,0.0,7.4,10,150,4,SE,2023,10
2023-10-09,26.0,35.0,30.4,64,0.0,8.8,7,150,2,SE,2023,10
2023-10-10,27.2,35.5,30.7,64,0.0,8.9,5,110,2,SE,2023,10
2023-10-11,26.6,34.8,30.4,63,,6.8,7,150,3,SE,2023,10
2023-10-12,26.6,34.6,29.8,65,0.0,8.8,6,130,3,SE,2023,10
2023-10-13,26.8,35.0,30.2,66,,8.7,8,150,4,SE,2023,10
2023-10-14,26.8,35.6,30.6,62,0.0,8.5,8,150,5,SE,2023,10
2023-10-15,27.0,35.0,30.2,67,0.0,8.7,7,140,4,SE,2023,10
2023-10-16,27.8,35.2,30.8,66,0.0,7.7,7,150,4,SE,2023,10
2023-10-17,26.0,35.0,30.4,64,0.0,8.9,11,100,5,S ,2023,10
2023-10-18,26.8,36.2,30.5,65,0.0,9.0,12,150,5,SE,2023,10
2023-10-19,27.6,35.4,31.0,62,0.0,9.0,8,140,4,SE,2023,10
2023-10-20,27.2,36.0,31.4,65,0.0,8.9,7,120,3,S ,2023,10
